Termék neve;Kiszerelés neve;TK szám;Hatóanyag;Forg Eng Jog;ATC kód;A hiány kezdete;A hiány tervezett vége;A hiány oka;Javaslat a hiánykészítmény pótlására;
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/150";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/151";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/152";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/153";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/154";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/155";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/156";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/157";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/158";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/159";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/160";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/161";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/162";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/163";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/164";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Penészgombák kezdõ szuszpenziós injekció";"4 X 5 ml -";"OGYI-T-20461/165";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/074";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/075";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/076";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/077";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/078";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/079";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/080";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/081";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/082";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/083";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/084";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/085";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/086";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/087";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/088";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/089";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/090";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/091";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/092";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/093";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/094";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/095";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/096";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/097";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/098";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/099";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/100";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/101";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/102";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/103";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/104";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/105";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/106";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/107";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/108";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/109";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/110";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/111";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/112";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/113";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/114";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/115";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/116";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/117";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/118";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/119";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/120";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/121";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/122";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/123";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/124";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/125";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/126";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/127";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/128";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/129";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/130";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/131";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/132";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/133";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/134";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
"ALUSTAL Pollenek fenntartó szuszpenziós injekció";"1 X 5 ml -";"OGYI-T-20461/135";"allergén kivonat";"Stallergenes";"V01AA20";"2017-11-28 00:00:00";"2019-12-31 00:00:00";"Piaci megfontolások";"Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ";
